	Kingdom	Phylum	Class	Order	Family	Genus	Species
33964	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	citreum
255248	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	garlicum
137591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	cibaria
165096	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	koreensis
155866	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	soli
759620	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	ceti
1249	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	paramesenteroides
1629	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	viridescens
1631871	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	jogaejeotgali
336988	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	kitaharae
1247	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	oeni
1375	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	
119206	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	sanguinicola
1376	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	urinae
87541	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	christensenii
128944	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	urinaehominis
51665	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	urinaeequi
1377	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	viridans
2036206	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcaceae bacterium ZY16052
2747	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	
2748	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	divergens
2751	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	maltaromaticum
208596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	sp. 17-4
1564681	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	sp. CP1
147709	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	inhibens
1903686	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	sp. PTS2502
708126	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	dankookensis
1911586	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	sp. 15R
186802	Bacteria	Firmicutes	Clostridia	Clostridiales			
31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
641107	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. DL-VIII
1491	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	botulinum
36745	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	saccharoperbutylacetonicum
1520	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	beijerinckii
1501	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	pasteurianum
169679	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	saccharobutylicum
1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens
1534	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	kluyveri
1561	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	baratii
1492	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	butyricum
29341	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	argentinense
238834	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	estertheticum
217159	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	carboxidivorans
1042156	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. SY8519
1488	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	acetobutylicum
755731	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. BNL1100
1493	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	cellulovorans
1542	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	novyi
2068654	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. JN500901
182773	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	isatidis
394958	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	taeniosporum
332101	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	drakei
1216932	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	bornimense
1504	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	septicum
46867	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	chauvoei
1519	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	tyrobutyricum
1548	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	scatologenes
1513	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	tetani
1497	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	formicaceticum
1494	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	cochlearium
84022	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	aceticum
1509	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sporogenes
1538	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	ljungdahlii
1702238	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. MF28
84023	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	autoethanogenum
2086584	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Mordavella	sp. Marseille-P3756
1424294	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	ferrireducens
114627	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	
208226	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	metalliredigens
461876	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	oremlandii
2082193	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	Clostridiaceae bacterium 14S0207
49082	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	
1041504	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	sp. SFB-rat-Yit
186807	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae		
471827	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Candidatus Desulforudis	audaxviator
1562	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	
1564	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	ruminis
1565	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	nigrificans
1833852	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	ferrireducens
59610	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	reducens
79206	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	
339862	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	youngiae
1563	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	orientis
885581	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	acidiphilus
79209	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	meridiei
36853	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	
49338	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	hafniense
36854	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	dehalogenans
233055	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	dichloroeliminans
142877	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	metallireducens
102134	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfallas	gibsoniae
56112	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	
55583	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	restrictus
51197	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Syntrophobotulus	glycolicus
58138	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfofarcimen	acetoxidans
51515	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacterium	formicoaceticum
863643	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	potens
73919	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	marianensis
178899	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVI. Incertae Sedis	Carboxydocella	thermautotrophica
76124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		[Eubacterium] minutum
86332	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	pumilum
114527	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	diversum
143393	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		[Eubacterium] sulci
2734	Bacteria	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	thermophilum
541000	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
292800	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	plautii
853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
253239	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	harbinense
1572656	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	Ruminococcaceae bacterium CPB6
29343	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	[Clostridium] cellulosi
1263	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
1161942	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	champanellensis
1264	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	albus
1160721	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	bicirculans
186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
1506553	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	
1871021	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	phocaeense
208479	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
29370	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] sphenoides
1834196	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	sp. YL32
66219	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	phytofermentans
84030	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] saccharolyticum
712991	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnospiraceae bacterium oral taxon 500
2109691	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnospiraceae bacterium GAM79
39491	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Eubacterium] rectale
2109690	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnospiraceae bacterium Choco86
572511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
1912897	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	sp. N6H1-15
1322	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hansenii
830	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	
831	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	fibrisolvens
185008	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	hungatei
43305	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	proteoclasticus
301301	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	hominis
29360	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	lentocellum
28446	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	propionicum
1679721	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Herbinix	luporum
649756	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	hadrus
617123	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	umeaense
2109688	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Intestinimonas	Clostridiales bacterium CCNA10
1297617	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Intestinimonas	butyriciproducens
1981510	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Monoglobus	pectinilyticus
459786	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	
2109687	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	sp. PEA192
351091	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	valericigenes
35701	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium	modesticaldum
2304686	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae		
2304692	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	
288965	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	clariflavum
1515	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	thermocellum
1677857	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	saccincola
84032	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	thermosuccinogenes
1521	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	cellulolyticum
1510	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium	stercorarium
884684	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	indolicus
236753	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Fastidiosipila	sanguinis
1505	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	sordellii
1496	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	difficile
1731	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	acidaminophilum
1511	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Acetoanaerobium	sticklandii
2081703	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Peptostreptococcaceae bacterium oral taxon 929
143361	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	alocis
186806	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae		
1736	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	limosum
29322	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] cellulosolvens
39485	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens
39488	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] hallii
2184575	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	sp. KB-1
33952	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	woodii
990721	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	
626937	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	minuta
1805714	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	massiliensis
68298	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae		
863	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	wolfei
86170	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	lipocalidus
68295	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales			
186814	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae		
42838	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex	degensii
1525	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	thermoacetica
85874	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	phaeum
1754	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	
2325	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	kivui
583357	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	mathranii
106578	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	siderophilus
46354	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	wiegelii
108150	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	italicus
161154	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermanaeromonas	toyohensis
129958	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	hydrogenoformans
911092	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	subterraneus
499229	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Tepidanaerobacter	acetatoxydans
291990	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermosediminibacter	oceani
28895	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	
1550240	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	sp. RBIITD
1517	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	thermosaccharolyticum
29329	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	xylanolyticum
44000	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
44001	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	saccharolyticus
52766	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	lactoaceticus
31899	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	bescii
55205	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	owensensis
413889	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	kronotskyensis
413888	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	hydrothermalis
717609	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	obsidiansis
52765	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	kristjanssonii
252966	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	australiensis
227388	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	
184064	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	narugense
1794699	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	acidiphilum
2330	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	
2331	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	praevalens
656519	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	hydrogeniformans
31909	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halothermothrix	orenii
28187	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Acetohalobium	arabaticum
42422	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides	halobius
375929	Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	thermophilus
909929	Bacteria	Firmicutes	Negativicutes	Selenomonadales			
1843491	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae		
970	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	
69823	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sputigena
712528	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. oral taxon 126
1884263	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. oral taxon 920
971	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	ruminantium
713030	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. oral taxon 136
712538	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. oral taxon 478
158847	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	hypermegale
365348	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	
484770	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	sp. UFO1
365349	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	fermentans
31977	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae		
906	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	
907	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	elsdenii
2144175	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	stantonii
1675036	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	hexanoica
1702287	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Negativicoccus	massiliensis
39948	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	
2161821	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	sp. Marseille-P5638
39950	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	pneumosintes
29465	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
29466	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	parvula
248315	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	rodentium
904	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	
905	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	fermentans
187327	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	intestini
1555112	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	pilosa
128827	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		
1702221	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	rodentium
1712675	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	sp. H121
1514105	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	larvae
1648	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	rhusiopathiae
39483	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	cylindroides
2109692	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelotrichaceae bacterium GAM147
